start,today,deviceid,simserial,subscriberid,"Welcome to the OCA Bamako Project. In this project, you will collect data about identified features and their respective attributes across Bamako District.",Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Geopoint of health facility,_Geopoint of health facility_latitude,_Geopoint of health facility_longitude,_Geopoint of health facility_altitude,_Geopoint of health facility_precision,Nature of the facility,Type of the facility,What is the nature of the heath facility,What is the scope of services provided by health facility?,What is the ancillary services provided by health facility?,What is the type of the services provided by the facility?,Number of beds in the health facility,"Average number of patients per day, disaggregated (total)","Average number of patients per day, disaggregated (male)","Average number of patients per day, disaggregated (female)",Does this medical facility offer emergency services?,Does this facility offer dispensing prescription medication? (in pharmacy),Opening days and times,Opening days and times/Mo-Fri 07:30-13:30,Opening days and times/Mo-Sa 07:30-15:00,Opening days and times/Mo-Fri 08:00-17:00,Opening days and times/Mo-Fri 09:00-17:00,Opening days and times/Mo-Su 07:00-20:00,Opening days and times/Mo-Fri 07:00-13:30,Opening days and times/24/7,Opening days and times/Other,What type of operator is this?,What is the name of the operator?,What is the health care specialty of this facility,What is the number of doctors?,What is the number of nurses?,Phone number of health facility,Does the facility have toilets?,Type of facility,Is the facility usable,Is the facility separated boys/girls,Is the facility equiped for menstrual hygiene management,Is facility separated for staff and non staff?,Is  the facility meet needs for limited mobility?,Is there existance of handwashing at the facility?,"If yes, How many","Does the facility has Station with basin, soap and water / OR with alcohol-based hand rub",Is the station within 5 meters of toilets,Is there existance of a water point?,Is the facility improved?,Is water located on school premises?,"WASH package management, O&M and financing",Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,You are now at end of this form. Thank you for filling it out. Swipe to the next page/screen and save form.,_id,_uuid,_submission_time,_validation_status,_index
2021-02-15T12:22:49.268Z,2021-02-15,collect:rpvpthByLQPVYLdY,,,,Kassim TRAORE,Bamako,Commune III,Darsalam,,,12.651065 -8.0027417 352.3171292437393 3.9,12.651065,-8.0027417,352.317129243739,3.9,Pharmacie,Pharmacy,Clinic bed,Hospice care,,Medicine,,48,28,20,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Privée,General,2,3,,No,,,,,,,,,,,,,,,,,,,1264,4914cef1-9b0c-4a95-9375-c179aaa28eda,2021-02-15T12:50:49,,177
2021-02-15T12:32:52.766Z,2021-02-15,collect:lZR1popJYsyYC4Jc,,,,Souleymane N'diaye,Bamako,Commune III,Dravéla Bolibana,,,12.64497 -8.0104183 360.8435926415635 2.64,12.64497,-8.0104183,360.843592641563,2.64,Pharmacie massaman Keita,Pharmacy,Clinic bed,Hospice care,,Medicine,,90,40,50,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Prive,General,2,4,,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,1270,c187c5db-6896-4f5e-b193-6e332a7474c4,2021-02-15T12:51:01,,178
2021-02-15T14:40:44.632Z,2021-02-15,collect:kZCwpco2LamgRepp,,,,Bakary Camara,Bamako,Commune IV,Lafiabougou,,590 lafiabougou ,12.641199557440657 -8.040982772928611 378.9484138316091 6.0,12.6411995574407,-8.04098277292861,378.948413831609,6,Pharmacie Moussokoro Coulibaly,Pharmacy,,,,Medicine,,,,,No,Yes,24/7 Other,0,0,0,0,0,0,1,1,Private,Pharmacie Moussokoro Coulibaly ,,,,20299010,Yes,Improved,Yes,Yes,,yes,,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,No,,Other,,1365,fd45b530-f905-4397-9c84-7e84d0093866,2021-02-15T15:56:38,,183
2021-02-15T09:40:53.927Z,2021-02-15,358005080629725,,,,Hamidou Diarra,Bamako,Commune I,Djélibougou,,Djelibougou,12.670218333333333 -7.9473400000000005 343.0 3.7,12.6702183333333,-7.94734,343,3.7,Pharmacie ,Pharmacy,,,,Medicine,,,,,No,No,Other,0,0,0,0,0,0,0,1,Private,Guy traore,,1,,20241509,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,1391,4afeea58-a6f5-4957-b1ab-2668c7e0f4fb,2021-02-15T16:03:44,,185
2021-02-15T11:55:19.312Z,2021-02-15,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Banankabougou - LMK,,,12.6031386 -7.944563 340.8625490953704 7.3,12.6031386,-7.944563,340.86254909537,7.3,Pharmacie,Pharmacy,Clinic no beds,All,,Medicine,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,Drameldo,General,,,,,,,,,,,,,,,,,,,,,,,1475,db1881c6-c446-495a-9303-431fac72cbcf,2021-02-15T16:28:27,,192
2021-02-15T15:04:04.387Z,2021-02-15,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Magnambougou,,,12.6053033 -7.95662 362.0125323292886 7.233,12.6053033,-7.95662,362.012532329289,7.233,Pharmacie,Pharmacy,,All,,Medicine,,,,,Yes,Yes,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,Sacko oumou N'Diaye,General,,,76444270,,,,,,,,,,,,,,,,,,,,1484,a3533290-5c9a-4c8c-a262-2a12fa62e6e3,2021-02-15T16:28:33,,196
2021-02-15T12:29:40.785Z,2021-02-15,collect:doqJGB7PZxYJ95Vo,,,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Hamdallaye ACI ,12.6373418 -8.0301563 380.3642590500434 12.0,12.6373418,-8.0301563,380.364259050043,12,Pharmacie croix verte,Pharmacy,Clinic no beds,,,Medicine,,,,,Yes,Yes,Other,0,0,0,0,0,0,0,1,Private,Dr Mariam Diallo,General,,,20290465,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,,,1492,d644815f-abf3-4967-9856-a10b5adbdc1a,2021-02-15T16:33:31,,198
2021-02-15T09:51:13.387Z,2021-02-15,collect:FqitT56WpXPmMGWo,,,,KANTE,Bamako,Commune II,Quinzambougou,,Clinique ALDI,12.648445 -7.9819409 358.56 17.666,12.648445,-7.9819409,358.56,17.666,,Pharmacy,,All,,Medicine,,,,,Yes,,24/7,0,0,0,0,0,0,1,0,Private,ALDI,General,,,75249777,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,1680,971b2903-dfc5-4237-b452-9158f9a6e0e9,2021-02-15T17:19:33,,212
2021-02-15T11:36:34.252Z,2021-02-15,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Gantiguibougou,,1er plaque,12.5693099 -8.0014362 359.7 2.82,12.5693099,-8.0014362,359.7,2.82,Pharmacie,Pharmacy,,All,,,,,,,,,Other 24/7,0,0,0,0,0,0,1,1,Private,Pharmacie 1er plaque,,,,,,,,,,,,,,,,,,,,,,,,1723,6289a361-7e46-41fc-aab3-7caa0a214541,2021-02-15T17:23:29,,215
2021-02-15T14:56:07.117Z,2021-02-15,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Gantiguibougou,,Jakarta terrain,12.5778703 -8.0001343 366.3 2.566,12.5778703,-8.0001343,366.3,2.566,Pharmacie,Pharmacy,,,,,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,Pharmacie Jakarta terrain,,,,,,,,,,,,,,,,,,,,,,,,1743,b5603d9d-50c6-4dc7-81c2-c30d8a5aff62,2021-02-15T17:23:43,,217
2021-02-09T10:00:28.064Z,2021-02-09,collect:EZ7wOdBrRXaKJzjD,,,,TRAORE Fatoumata,Bamako,Commune VI,Yirimadio,,Yirimadio sud,12.5908467 -7.92345 359.66744454459644 3.383,12.5908467,-7.92345,359.667444544596,3.383,PHARMACIE du Sud,Pharmacy,,,,Medicine,,,,,,Yes,24/7,0,0,0,0,0,0,1,0,Private,Aboubacrine Dicko,,,,76103898,No,,,,,,,,,,,,,,,,,,,1807,d0460d5a-1945-46d9-ac73-4d7b07ea1cc7,2021-02-15T18:48:43,,223
2021-02-15T16:06:28.091Z,2021-02-15,collect:EZ7wOdBrRXaKJzjD,,,,TRAORE Fatoumatakk,Bamako,Commune VI,Yirimadio,,Yirimadio zerny,12.5986333 -7.9357367 385.07171609806716 4.42,12.5986333,-7.9357367,385.071716098067,4.42,PHARMACIE Espoir,Pharmacy,,,,Medicine,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,,,,,,,,,,,,,,,,,,,,,,,,,1837,ac92082a-eb82-4a67-bf06-4fa40a82be40,2021-02-15T18:49:04,,227
2021-02-15T14:04:28.490Z,2021-02-15,collect:HT5m96BSOrMwBzMD,,,,Seydou KONE,Bamako,Commune VI,Faladié,,Socoura,12.5913367 -7.951725 364.1862507227293 2.62,12.5913367,-7.951725,364.186250722729,2.62,Pharmacie,Pharmacy,,,,Medicine,,,,,,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Diall Moussa Gouro,General,1,,20201380,Yes,Improved,Yes,Yes,,,,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,1923,3e1409c5-ab0b-495b-924f-fe62fe93a4dc,2021-02-15T19:15:21,,233
2021-02-15T15:22:52.811Z,2021-02-15,collect:T2d0jw7SofpYizv1,,,,Aïssatou,Bamako,Commune VI,Magnambougou,,,12.62039 -7.95853 339.96976124787597 1.56,12.62039,-7.95853,339.969761247876,1.56,KEBA TOURE,Pharmacy,,,,Medicine,,,,,No,Yes,Mo-Fri 07:00-13:30,0,0,0,0,0,1,0,0,Private,,,,,,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,2044,3e00c658-2828-45df-8e39-c401256a2c49,2021-02-15T21:13:13,,241
2021-02-15T15:49:28.981Z,2021-02-15,collect:T2d0jw7SofpYizv1,,,,Aïssatou,Bamako,Commune VI,Magnambougou,,,12.6066817 -7.94821 347.3515358368081 1.966,12.6066817,-7.94821,347.351535836808,1.966,MAH-SANDJI,Pharmacy,,,,Medicine,,,,,No,No,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,,,,,20202671,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,2052,f301b909-ffd5-4f66-911c-aa582e85e8cf,2021-02-15T21:13:17,,242
2021-02-15T09:48:07.803Z,2021-02-15,358005081305960,8.92230205055341E+018,610025055341168,,Fatoumata CISSE,Bamako,Commune V,Gantiguibougou,,,12.559351666666664 -8.002588333333334 364.9 7.3,12.5593516666667,-8.00258833333333,364.9,7.3,Pharmacie Teneman,Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071,b8cec3b3-d465-450d-ad86-d155832d552f,2021-02-15T21:32:21,,243
2021-02-15T11:18:20.270Z,2021-02-15,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Banankabougou - LMK,,,12.5916801 -7.9467834 368.3233817704088 3.778,12.5916801,-7.9467834,368.323381770409,3.778,Pharmacie Mariage Diallo ,Pharmacy,,,,Medicine,,,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Abdramane Diarra,General,,,20205024,Yes,Improved,Yes,,,,,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,2126,c89dbf3f-d22c-4428-a0f8-a4f44f75d226,2021-02-16T07:21:35,,251
2021-02-16T09:37:00.360Z,2021-02-16,collect:cW7hPqU13X6HfpBV,,,,Badara Alou DOUMBIA ,Bamako,Commune II,Bougouba,,Rue Sotelco,12.6580867 -7.9834025 367.56 3.9,12.6580867,-7.9834025,367.56,3.9,Privé ,Pharmacy,,,,Medicine,,,,,Yes,Yes,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,Propriétaire ,,,,76000021,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water available when needed,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,2446,621009da-7b03-4c7c-9183-2b3328a6b7b9,2021-02-16T15:56:34,,261
2021-02-16T11:18:27.534Z,2021-02-16,collect:cW7hPqU13X6HfpBV,,,,Badara Alou DOUMBIA ,Bamako,Commune II,TSF,,,12.6384614 -7.9702763 367.56 3.9,12.6384614,-7.9702763,367.56,3.9,Pharmacie Dr DIARRA,Pharmacy,,,,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Propriétaire ,,,,20210061,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,2456,c6e2b0b3-596a-4426-ac99-18491ab7ed67,2021-02-16T15:56:40,,262
2021-02-16T10:58:45.696Z,2021-02-16,collect:37iYIf9mujLgP7FW,,,,ALOU SOW,Bamako,Commune IV,Djikoroni-Para,,ACI2000,12.6214433 -8.035588 364.06 3.9,12.6214433,-8.035588,364.06,3.9,PHARMACIE SAOUDIATA,Pharmacy,,,,Medicine,,,,,,Yes,Mo-Sa 07:30-15:00 Other,0,1,0,0,0,0,0,1,Private,SAOUDIATA,,1,1,20798665,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,2619,f70697bb-b98f-4ea8-b1cb-1595772e9c6e,2021-02-16T16:19:52,,266
2021-02-16T14:51:42.303Z,2021-02-16,a183698a4c2d5250,,,,Aissata Maiga,Bamako,Commune I,Djélibougou,,Djelibougou,12.675524856895208 -7.943491581827402 383.0 6.5,12.6755248568952,-7.9434915818274,383,6.5,Pharmacie,Pharmacy,Clinic bed,,,Medicine,,,,,No,Yes,Mo-Su 07:00-20:00 Mo-Fri 08:00-17:00,0,0,1,0,1,0,0,0,Private,Oumou tounkara,,,,20241942,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,2724,cda1ab54-625f-4e0d-8077-5a708994716d,2021-02-16T16:32:20,,267
2021-02-16T11:29:35.751Z,2021-02-16,collect:2I1Tdd4038qf3eqE,,,,Amadou Minta ,Bamako,Commune VI,Sokorodji,,,12.610323 -7.9528383 381.8600183105469 3.9,12.610323,-7.9528383,381.860018310547,3.9,Pharmacie AMEN SART,Pharmacy,,,,,,,,,,No,24/7,0,0,0,0,0,0,1,0,Private,,,,,,,,,,,,,,,,,,,,,,,,,2734,430e3ea4-1871-4fee-9aea-f3983f721d42,2021-02-16T16:34:12,,271
2021-02-16T10:28:55.122Z,2021-02-16,collect:i8Dxlg3ikyybBVzX,,,,Mbaly Doumbia ,Bamako,Commune I,Doumanzana,,Doumazana,12.6812045 -7.936152 363.4912219510984 7.5,12.6812045,-7.936152,363.491221951098,7.5,Pharmacie,Pharmacy,,,,Medicine,,,,,No,Yes,Other,0,0,0,0,0,0,0,1,Private,Maimouna ouleguem,,,,,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,2768,4cb00837-11c0-400e-b5a7-02ea5145a93b,2021-02-16T17:07:36,,273
2021-02-16T09:34:23.467Z,2021-02-16,collect:FqitT56WpXPmMGWo,,,,KANTE,Bamako,Commune II,Bozola,,CSCOM DE ABOSAC,12.6411685 -7.9901532 360.7489859570794 3.833,12.6411685,-7.9901532,360.748985957079,3.833,,Pharmacy,,All,,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Public,GOUVERNEMENT du mali,Community,,,20790021,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,2802,12530b47-e02a-44cf-afaf-b6315bdc5d5f,2021-02-16T17:41:47,,274
2021-02-16T10:04:50.443Z,2021-02-16,collect:FqitT56WpXPmMGWo,,,,KANTE,Bamako,Commune II,Quinzambougou,,KENEYA,12.6441385 -7.9899535 363.0518867926823 3.65,12.6441385,-7.9899535,363.051886792682,3.65,,Pharmacy,,All,,Medicine,,,,,Yes,Yes,Other,0,0,0,0,0,0,0,1,Private,Keneya,General,,,20213485,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,2804,b7f3a27b-c0ae-4688-be11-1f2e98184137,2021-02-16T17:41:49,,275
2021-02-16T09:22:49.142Z,2021-02-16,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Daoudabougou,,Marché de daoudabougougou,12.6011738 -7.9800119 335.2 2.1,12.6011738,-7.9800119,335.2,2.1,Pharmacie,Pharmacy,,,,,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,Pharmacie officine Daoudabougou marché,,,,20209111,,,,,,,,,,,,,,,,,,,,2920,f08280f4-012d-45db-84e0-1a0944194176,2021-02-16T19:23:57,,279
2021-02-16T10:13:06.922Z,2021-02-16,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Daoudabougou,,,12.6010038 -7.985425 357.2 3.18,12.6010038,-7.985425,357.2,3.18,Pharmacie,Pharmacy,,,,,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,Pharmacie officine Garalo,,,,20202347,,,,,,,,,,,,,,,,,,,,2949,fec90a9d-04ec-4ebc-b225-b9c8f3de3c26,2021-02-16T19:24:46,,281
2021-02-16T15:45:22.020Z,2021-02-16,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Daoudabougou,,Daoudabougou petit marché,12.60157 -7.9904783 382.0 2.7,12.60157,-7.9904783,382,2.7,Pharmacie,Pharmacy,,All,,,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,Pharmacie Sabou _T,,,,66013892,,,,,,,,,,,,,,,,,,,,3008,e68b189b-31dc-4f1c-84f7-96ccb8f0d4b6,2021-02-16T19:25:33,,286
2021-02-16T10:00:56.687Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,,,Seydou KONE,Bamako,Commune VI,Faladié,,Halles de Bamako,12.5950667 -7.96175 360.83606216237763 2.833,12.5950667,-7.96175,360.836062162378,2.833,Pharmacie,Pharmacy,,,,Medicine,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,,,,,20202944,Yes,Improved,Yes,Yes,,yes,,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3040,4dcc3009-42ce-4ae5-b4f0-4cec201186c6,2021-02-16T19:49:44,,289
2021-02-16T11:26:07.578Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.5929143 -7.9730359 346.82441742260943 2.816,12.5929143,-7.9730359,346.824417422609,2.816,Pharmacie,Pharmacy,,,,Medicine,,,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Officine Beni Sarl,,,,76190552,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3052,ab64b615-55e7-44f0-abe7-4a9901b4c9da,2021-02-16T19:49:51,,291
2021-02-16T15:15:21.875Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.6015817 -7.9726583 347.23850160725345 1.483,12.6015817,-7.9726583,347.238501607253,1.483,Pharmacie,Pharmacy,,,,Medicine,,,,,,Yes,24/7,0,0,0,0,0,0,1,0,Private,,,,,,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3065,f6554d76-b266-4ffb-96d3-192d438482c4,2021-02-16T19:49:59,,296
2021-02-16T13:31:23.715Z,2021-02-16,358005081305960,8.92230205055341E+018,610025055341168,,Fatoumata CISSE,Bamako,Commune V,Daoudabougou,,,12.589886666666667 -7.986591666666667 343.2 7.4,12.5898866666667,-7.98659166666667,343.2,7.4,Pharmacie Wassa,Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3143,79a0c16c-b33b-4a09-951d-e262cea33f56,2021-02-16T21:00:57,,300
2021-02-16T10:58:05.218Z,2021-02-16,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Sogoniko,,.,12.604505 -7.9692383 339.1015125624131 7.2,12.604505,-7.9692383,339.101512562413,7.2,Pharmacie,Pharmacy,,All,,Medicine,,,,,Yes,Yes,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,Pharmacie Multipharma,,,,,No,,,,,,,,,,,,,,,,,,,3179,ebb70d0e-d406-4fda-8923-3f855f1614f9,2021-02-16T21:35:27,,302
2021-02-16T11:19:26.257Z,2021-02-16,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Sogoniko,,,12.6047817 -7.9620583 362.3984780129563 7.22,12.6047817,-7.9620583,362.398478012956,7.22,Pharmacie le côté,Pharmacy,Clinic no beds,All,Emergency,Medicine,,,,,Yes,No,24/7,0,0,0,0,0,0,1,0,Private,,General,,,,No,,,,,,,,,,,,,,,,,,,3182,4ca937de-3f10-47d4-afd4-2affd360e052,2021-02-16T21:35:30,,304
2021-02-16T12:58:04.776Z,2021-02-16,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Magnambougou,,,12.6126833 -7.9575133 343.8884809268236 7.3,12.6126833,-7.9575133,343.888480926824,7.3,Pharmacie Zanga Coulibaly,Pharmacy,Clinic no beds,All,,Medicine,,,,,Yes,No,24/7,0,0,0,0,0,0,1,0,Private,,General,,,,No,,,,,,,,,,,,,,,,,,,3185,17d44e5d-e745-4f7b-a00b-14feea1a62c4,2021-02-16T21:35:32,,306
2021-02-16T16:34:18.014Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie socoura,12.5974468 -7.9472304 360.34072263272714 4.55,12.5974468,-7.9472304,360.340722632727,4.55,Pharmacie Mariam Yanogo,Pharmacy,,,,Medicine,,,,,No,Yes,Other Mo-Su 07:00-20:00,0,0,0,0,1,0,0,1,Private,Dr. Yanogo,Community,,,72127112,No,,,,,,,,,,,,,,,,,,,3204,ba0bc175-d555-473d-aad4-cfdf9c89542a,2021-02-16T22:36:06,,308
2021-02-16T10:20:22.224Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Socoura,12.5967038 -7.9539542 345.3759327352977 4.9,12.5967038,-7.9539542,345.375932735298,4.9,Pharmacie Noumoussa,Pharmacy,,,,Medicine,,,,,No,Yes,Mo-Su 07:00-20:00 Other,0,0,0,0,1,0,0,1,Private,Dr.Samaké,Community,,,73909048,No,,,,,,,,,,,,,,,,,,,3205,f184787a-33d4-4cf8-9553-de0313e5849e,2021-02-16T22:36:08,,309
2021-02-16T10:37:11.867Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie socoura,12.5912964 -7.9516977 343.0902840080273 4.92,12.5912964,-7.9516977,343.090284008027,4.92,"Pharmacie ""Mieux Vivre """,Pharmacy,,,,Medicine,,,,,No,Yes,Mo-Su 07:00-20:00 Other,0,0,0,0,1,0,0,1,Private,Dr. Diall Moussa,Community,,,20201380,No,,,,,,,,,,,,,,,,,,,3206,aba222ab-2fc6-4e14-99b0-67de0de41a97,2021-02-16T22:36:09,,310
2021-02-16T10:53:08.815Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie sema,12.5884446 -7.9497372 345.48189259015254 4.98,12.5884446,-7.9497372,345.481892590153,4.98,Pharmacie Sim,Pharmacy,,,,Medicine,,,,,No,Yes,Other Mo-Sa 07:30-15:00,0,1,0,0,0,0,0,1,Private,Dr.Mamadou Fanta Simaga,,,,20202089,No,,,,,,,,,,,,,,,,,,,3208,b96e1b40-85ce-4f1e-8c9c-5215475dd6b2,2021-02-16T22:36:11,,312
2021-02-16T12:27:19.451Z,2021-02-16,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Niamakoro,,Cité unicef ,12.5883718 -7.9745269 352.54822056967134 3.9,12.5883718,-7.9745269,352.548220569671,3.9,Pharmacie ,Pharmacy,,,,Medicine,,,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Ky Michel ,General,,,,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,,,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3238,a1976bd0-3776-40b2-ad9b-88693948fe8d,2021-02-17T08:07:39,,318
2021-02-15T14:03:55.011Z,2021-02-15,357828107947080,8.92230171602166E+019,610010371654756,,Awa Diarra,Bamako,Commune VI,Banankabougou - LMK,,,12.604738333333334 -7.950279999999999 340.3 1.0,12.6047383333333,-7.95028,340.3,1,Pharmacie,Pharmacy,Clinic no beds,All,,Medicine,,,,,Yes,Yes,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,Dian Sidibe,General,,,20202001,No,,,,,,,,,,,,,,,,,,,3266,ab621423-c75e-4067-bc2e-5cb2c0b301b2,2021-02-17T08:34:55,,326
2021-02-16T10:06:36.812Z,2021-02-16,357828107947080,8.92230171602166E+019,610010371654756,,Awa Diarra,Bamako,Commune VI,Magnambougou,,,12.608331666666666 -7.96114 350.3 1.3,12.6083316666667,-7.96114,350.3,1.3,Pharmacie Fanta Sangaré,Pharmacy,Clinic no beds,All,,Medicine,,,,,No,,24/7,0,0,0,0,0,0,1,0,Private,Fanta Sangaré,General,,,76932785,No,,,,,,,,,,,,,,,,,,,3275,969a9bd4-4c06-4f25-88a2-0bddfc5b3063,2021-02-17T08:35:05,,328
