start,end,today,deviceid,phonenumber,Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Please take a GPS point at this education facility.,_Please take a GPS point at this education facility._latitude,_Please take a GPS point at this education facility._longitude,_Please take a GPS point at this education facility._altitude,_Please take a GPS point at this education facility._precision,Name of Facility,Amenity,Opening Hours,Opening Hours/Mo-Fri 07:30-13:30,Opening Hours/Mo-Sa 07:30-15:00,Opening Hours/Mo-Fri 08:00-17:00,Opening Hours/Mo-Fri 09:00-17:00,Opening Hours/Mo-Su 07:00-20:00,Opening Hours/Mo-Fri 07:00-13:30,Opening Hours/Other,"You said other, please specify",What is the primary phone contact for the facility?,Name of the organization/institution that runs the facility,Type of the organization/institution that runs the facility,Religion,Number of Students,Does the facility charge fees?,Does the facility have toilets?,Type of facility,Is the facility separated boys/girls,Is the facility usable,Is the facility accessible to Handicap,Is the facility equiped for menstrual hygiene management,Is there practice of open defecation?,Is there existance of handwashing at the facility?,"If yes, How many",Is the facility located in school premises,Does the facility has water and soap?,Does the facility has daily hand cleaning activities for students,Is there existance of a water point?,"If yes, How many",Type of water point,Is water located on school premises?,Does there exist management committee for dealing with management of WASH issues,Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,How often,Fees for cleaning WASH facility,Phone number for the school if available,_id,_uuid,_submission_time,_validation_status,_index
2021-02-16T10:04:33.523Z,2021-02-16T10:08:03.343Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Socoura,12.5917133 -7.951165 352.751703866453 3.78,12.5917133,-7.951165,352.751703866453,3.78,École Privée Fondamentale Biya,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76339833,Cap de Faladie,Private,,280,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,76339833,3022,489a545d-d808-4ae8-bf32-fe91c1e05a42,2021-02-16T19:40:41,,1106
2021-02-16T11:30:47.715Z,2021-02-16T11:51:03.151Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5811617 -7.9532717 370.6344285776008 2.9,12.5811617,-7.9532717,370.634428577601,2.9,Complexe scolaire Bibi et Sam,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76442189,Cap de Faladie,Private,,60,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,73250023,3024,da6aabf9-e3be-4f7c-adfb-be144dcc5f1b,2021-02-16T19:40:45,,1107
2021-02-16T12:12:20.748Z,2021-02-16T12:19:03.868Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5804136 -7.9507391 385.3178211336594 2.683,12.5804136,-7.9507391,385.317821133659,2.683,Jardin d'enfant la claire fontaine,Kindergarten,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,65545679,Cap de Faladie,Private,,,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,,No,Yes,Once a day,Other,1,Latrine emptying when needed,65545679,3025,46720e9f-2659-4588-8936-b25cfea6f107,2021-02-16T19:40:46,,1108
2021-02-16T12:44:34.046Z,2021-02-16T12:52:03.529Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5800283 -7.9528033 382.6879347261062 2.233,12.5800283,-7.9528033,382.687934726106,2.233,École Franco-arabe El Nour,Kindergarten,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76330937,"Cap de Faladie
Le directeur n'a pas voulu des informations précis il a seulement autorisé de prendre la localisation , le nom de l'école et numéro à la porte et les autres informations sont ceux visibles dans la  cour ",Private,,,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,76330937,3026,d642ca71-1aab-4e2a-ac41-27526ef5d4ea,2021-02-16T19:40:52,,1109
2021-02-16T13:09:51.304Z,2021-02-16T13:15:03.514Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5807763 -7.95578 376.49531219283574 2.916,12.5807763,-7.95578,376.495312192836,2.916,Complexe Scolaire Doussou Diallo,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,75073623,Cap de Faladie,Private,,104,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,75073623,3027,bb6bb339-c7a8-4575-b712-6828669ef1ec,2021-02-16T19:40:54,,1110
2021-02-16T13:16:11.000Z,2021-02-16T13:18:03.814Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5808367 -7.955668 365.77806146620065 2.32,12.5808367,-7.955668,365.778061466201,2.32,Jardin d'enfants Les Alouettes,Kindergarten,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,60752727,Cap de Faladie,Private,,34,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,60752727,3028,80d17772-94cf-45f0-a034-5946571ac463,2021-02-16T19:40:56,,1111
2021-02-16T13:32:27.092Z,2021-02-16T13:50:02.932Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5798602 -7.9558334 363.8261076471325 2.54,12.5798602,-7.9558334,363.826107647133,2.54,Lycée la Bruyère,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,66717178,Académie rive droite,Private,,650,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,66717178,3029,9d62e9bf-25d8-435a-a787-be72f6392fee,2021-02-16T19:40:57,,1112
2021-02-16T13:50:23.332Z,2021-02-16T14:20:02.319Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5851117 -7.9456967 351.71230451530005 2.966,12.5851117,-7.9456967,351.7123045153,2.966,La Rochelle,Kindergarten,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,64877585,Cap de Faladie,Private,,109,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,,Other,1,Latrine emptying when needed,64877585,3030,e000e5c8-c0d3-46b5-885c-d3727fd06db9,2021-02-16T19:40:58,,1113
2021-02-16T14:38:21.872Z,2021-02-16T14:44:03.835Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5829433 -7.9456383 358.82599065966804 2.9,12.5829433,-7.9456383,358.825990659668,2.9,Les Orchidées,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,79208075,Cap de Faladie,Private,,10,Yes,Yes,Improved,Yes,Usable,,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,76331061,3031,4bc5ddb4-3f1d-43da-96b6-c56693f4793a,2021-02-16T19:41:00,,1114
2021-02-16T15:00:18.913Z,2021-02-16T15:06:09.272Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5835518 -7.9508881 361.8561645281436 2.68,12.5835518,-7.9508881,361.856164528144,2.68,École  Fondamentale publique de Faladie Sema(ATT) second cycle,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,79077715,Cap de Faladie,Government,,427,No,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,No,No,,Other,1,Latrine emptying when needed,79077715,3032,ec2bb2f1-3bc8-4c54-80ea-868a51969e65,2021-02-16T19:41:01,,1115
2021-02-16T15:06:17.732Z,2021-02-16T15:28:03.329Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.58596 -7.9471182 364.7718900696791 2.616,12.58596,-7.9471182,364.771890069679,2.616,Île aux bébés,Kindergarten,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,75143603,Cap de Faladie,Private,,13,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,75143603,3033,e27ff434-f5ef-4170-8b38-70e64c06f62e,2021-02-16T19:41:02,,1116
2021-02-16T15:35:24.941Z,2021-02-16T15:48:03.397Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5806983 -7.9471767 376.37416187437896 2.82,12.5806983,-7.9471767,376.374161874379,2.82,Jardin d'enfants Fridaws,Kindergarten,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76691421,Cap de Faladie,Private,,120,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,76691421,3034,9358a082-e6d9-4df7-8591-be36ee293a24,2021-02-16T19:41:03,,1117
2021-02-16T15:50:44.670Z,2021-02-16T16:00:04.113Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5794883 -7.948055 398.13912782148725 3.5,12.5794883,-7.948055,398.139127821487,3.5,École Fridaws,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,78116761,Cap de Faladie,Private,,395,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,,Yes,Once a day,Other,1,Latrine emptying when needed,78116761,3035,8c8e7fdb-29b4-46c6-8545-aa82d7b2f4af,2021-02-16T19:41:03,,1118
2021-02-16T10:41:01.904Z,2021-02-16T10:47:08.614Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Niamakoro cité Unicef,12.5896491 -7.9676105 352.6529870047452 4.84,12.5896491,-7.9676105,352.652987004745,4.84,Centre industriel et commercial,,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,20208485,Academie Rive droite de Bamako,Private,,575,No,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,76480371,3046,95766960-0d65-4f3a-bb51-21326463ee9b,2021-02-16T19:49:47,,1119
2021-02-16T10:54:28.917Z,2021-02-16T10:57:41.675Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cite unicef,12.58906 -7.9676717 348.61552404860373 2.34,12.58906,-7.9676717,348.615524048604,2.34,Lycee Biasson Dembele,,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,20208485,Academie rive droite,Private,,200,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water available when needed during school hours [in the last two weeks],No,Yes,Once a day,Other,,,20208485,3048,528abfb9-5d79-4918-9228-88486d3494be,2021-02-16T19:49:48,,1120
2021-02-16T11:08:58.014Z,2021-02-16T11:13:15.269Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.5890967 -7.9708117 356.66454878858684 3.233,12.5890967,-7.9708117,356.664548788587,3.233,Complexe Scolaire le continental,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,20770850,Cap de Faladiè,Private,,310,No,Yes,Improved,Yes,Usable,Not Accessible,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,3,Improved,Water located on school premises,No,Yes,Once a day,Other,,,20770850,3049,6610650d-1820-4bdf-90f8-acc91aa44b58,2021-02-16T19:49:49,,1121
2021-02-16T11:17:35.590Z,2021-02-16T11:21:47.755Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.5905667 -7.9715517 353.6419194386887 2.183,12.5905667,-7.9715517,353.641919438689,2.183,Ecole privée Ténèman Samake,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,78588283,Cap de faladiè,,,89,No,Yes,Improved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,,,,,,,,,,3051,2060f93a-b1ec-4702-958c-6f838eed873d,2021-02-16T19:49:50,,1122
2021-02-16T11:45:44.045Z,2021-02-16T11:49:07.913Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.5907 -7.975255 349.33364577036 1.68,12.5907,-7.975255,349.33364577036,1.68,Complexe scolaire les cabris,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76209172,Cap de faladiè,Private,,160,No,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,,,76209172,3055,1b1203b9-3930-4a6f-934a-ca642e75062b,2021-02-16T19:49:52,,1123
2021-02-16T12:09:02.215Z,2021-02-16T12:15:45.038Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.5943217 -7.9743683 348.8809505824203 2.72,12.5943217,-7.9743683,348.88095058242,2.72,Ecole privee la pamoutié,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76383056,Cap de faladiè,Private,,260,No,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,,Yes,At least once a week,Other,,,76693263,3057,fbac848e-a68e-40f5-a27b-2f5e987e1500,2021-02-16T19:49:54,,1124
2021-02-16T14:31:26.471Z,2021-02-16T14:36:11.143Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.5938033 -7.9724567 353.3909505142297 2.54,12.5938033,-7.9724567,353.39095051423,2.54,I.S.S.P,,Mo-Sa 07:30-15:00,0,1,0,0,0,0,0,,64939311,Academie rive droite,Private,,112,No,Yes,Improved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,22,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,,,No,Yes,Once a day,Other,,Latrine emptying when needed,64939311,3061,0ec08418-cb96-400d-aa59-2b8f0d55004d,2021-02-16T19:49:56,,1125
2021-02-16T14:51:08.646Z,2021-02-16T14:55:35.912Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.6046983 -7.9724583 339.9228672911921 2.65,12.6046983,-7.9724583,339.922867291192,2.65,Lycee chaine grise,,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,20200956,Academie rive droite,,,255,Yes,Yes,Improved,Yes,Usable,Not Accessible,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,5,Facility located on school premises,Facility with water and soap,School do not have daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,,,20200956,3063,7ba10eb1-bfc3-4790-b1de-040ca7bb64dd,2021-02-16T19:49:57,,1126
2021-02-16T15:00:33.842Z,2021-02-16T15:06:11.874Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.6041603 -7.9720723 333.80004992339155 3.05,12.6041603,-7.9720723,333.800049923392,3.05,Ecole Louis Pasteur,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,79139337,Cap de Sogoniko,Private,,110,No,Yes,Improved,Yes,Usable,Not Accessible,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School do not have daily hand cleaning activities for students,Water point exists,1,Unimproved,Water located on school premises,No,Yes,Once a day,Other,,,65634983,3064,e2da0ea0-a223-4e1f-9593-1d109ee4d8e3,2021-02-16T19:49:58,,1127
2021-02-16T15:19:42.775Z,2021-02-16T15:27:44.730Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.5998497 -7.9728408 344.83520573444787 3.316,12.5998497,-7.9728408,344.835205734448,3.316,Complexe Scolaire Tigana Daliba,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,20209013,Academie Rive droite,,,421,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water available when needed during school hours [in the last two weeks],No,Yes,Once a day,Other,,,20209013,3066,8621f657-8330-418b-848a-5dbd3d971a92,2021-02-16T19:49:59,,1128
2021-02-16T15:37:58.575Z,2021-02-16T15:41:00.891Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.59138 -7.9695967 360.2587485377607 2.6,12.59138,-7.9695967,360.258748537761,2.6,ESTIM,,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76270046,Academie rive droite,Private,,89,No,Yes,Improved,Yes,Usable,Not Accessible,,,Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,No,Yes,Once a day,Other,,,76270046,3068,cdb9bb63-cf94-42d8-925f-1fef8ce7e57f,2021-02-16T19:50:01,,1129
2021-02-16T09:04:59.892Z,2021-02-16T09:12:13.033Z,2021-02-16,358005080018564,,Bangaly Diakite chef de groupe CII,Bamako,Commune II,Bozola,,,12.64114 -7.992068333333333 339.2 3.3,12.64114,-7.99206833333333,339.2,3.3,Sega Diallo 2eme clyce,School,Mo-Fri 07:30-13:30 Other,1,0,0,0,0,0,1,,,Gouvernement du Mali,Public,,483,No,Yes,Unimproved,No,Usable,Accessible to Handicap,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,4,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,,Existence of Management Committee dealing with management of WASH issues,No,,Manual Emptier,1,Latrine emptying when needed,76101882,3076,e0dc2544-5b69-4c6b-8480-2aa9bdc245d6,2021-02-16T20:18:52,,1130
2021-02-16T10:31:29.945Z,2021-02-16T10:34:59.066Z,2021-02-16,358005081305960,,Fatoumata CISSE,Bamako,Commune V,Daoudabougou,,,12.602613333333332 -7.985688333333333 351.2 7.5,12.6026133333333,-7.98568833333333,351.2,7.5,École Privée La Source,School,Mo-Sa 07:30-15:00,0,1,0,0,0,0,0,,76413940,La Source,Private,,487,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,4,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Dedicated fees for WASH regular maintenance,,3122,c1e25c9e-6439-431e-b5f9-577517b1f2a4,2021-02-16T21:00:35,,1132
2021-02-16T11:01:14.985Z,2021-02-16T11:04:32.974Z,2021-02-16,358005081305960,,Fatoumata CISSE,Bamako,Commune V,Daoudabougou,,,12.600171666666665 -7.988118333333333 354.4 7.7,12.6001716666667,-7.98811833333333,354.4,7.7,Soleil du Progres,School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,79497860,Sidy Samake,Private,,300,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,,,3125,a55e8c5e-7876-4d53-8e6e-38510ce88971,2021-02-16T21:00:38,,1133
2021-02-16T11:21:50.984Z,2021-02-16T11:26:49.536Z,2021-02-16,358005081305960,,Fatoumata CISSE,Bamako,Commune V,Daoudabougou,,,12.597254999999999 -7.9891016666666665 359.1 7.4,12.597255,-7.98910166666667,359.1,7.4,Mamadou Sangare,School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,76456037,Mamadou sangare,Private,,400,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,,,,,Other,,,,3130,d40c54da-78f0-4a54-a2a8-f2d75bd34215,2021-02-16T21:00:43,,1134
2021-02-16T11:34:27.887Z,2021-02-16T11:40:17.626Z,2021-02-16,358005081305960,,Fatoumata CISSE,Bamako,Commune V,Daoudabougou,,,12.596476666666668 -7.98901 365.7 7.4,12.5964766666667,-7.98901,365.7,7.4,École Franco Arabe Oumar Konate,School,Mo-Sa 07:30-15:00,0,1,0,0,0,0,0,,76026533,Kassim Konate,Private,,400,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,,,,,,Dedicated fees for WASH regular maintenance,,3132,e2f1a625-ac6e-4fbb-84e9-0107d43ec6c6,2021-02-16T21:00:44,,1135
2021-02-16T12:11:12.657Z,2021-02-16T12:15:05.056Z,2021-02-16,358005081305960,,Fatoumata CISSE,Bamako,Commune V,Daoudabougou,,,12.598436666666665 -7.988918333333333 353.5 7.4,12.5984366666667,-7.98891833333333,353.5,7.4,École Privée Mandé Kanu,School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,76441413,Modibo Sidibe,Private,,152,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,No existence of water point,,,,,Yes,Once a day,Other,,Latrine emptying when needed,,3135,7c0a159e-6f0a-421c-a695-e96c09fb9b3c,2021-02-16T21:00:47,,1136
2021-02-16T12:36:11.493Z,2021-02-16T12:46:23.164Z,2021-02-16,358005081305960,,Fatoumata CISSE,Bamako,Commune V,Daoudabougou,,,12.597346666666665 -7.982941666666666 333.8 7.6,12.5973466666667,-7.98294166666667,333.8,7.6,École Privée Kahira,School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,76847589,MOUSSA Diarra,Private,,300,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,,,Other,,Latrine emptying when needed,,3137,eeca3b32-ac5b-4ef0-8c22-57510d05c199,2021-02-16T21:00:49,,1137
2021-02-16T13:00:10.370Z,2021-02-16T13:06:28.171Z,2021-02-16,358005081305960,,Fatoumata CISSE,Bamako,Commune V,Daoudabougou,,,12.596503333333333 -7.983523333333333 349.7 7.4,12.5965033333333,-7.98352333333333,349.7,7.4,Darou Al Kourahana,School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,66733440,Ousmane Toure,Private,,1250,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Latrine emptying when needed,,3140,c950f6d2-0988-44b4-9fff-818305844208,2021-02-16T21:00:51,,1138
